table,order,himpl,blen,timens
32-32,20,f,0,1306334
32-32,20,f,0,1303190
32-32,20,f,0,1302213
32-32,20,f,0,1374426
32-32,20,f,0,1342859
32-32,20,f,0,1310663
32-32,20,f,0,1301305
32-32,20,f,0,1302143
32-32,20,f,0,1367023
32-32,20,f,0,1301095
32-32,20,f,0,1314574
32-32,20,f,0,1301724
32-32,20,f,0,1302004
32-32,20,f,0,1400826
32-32,20,f,0,1305007
32-32,20,f,0,1318206
32-32,20,f,0,1335456
32-32,20,f,0,1301445
32-32,20,f,0,1401733
32-32,20,f,0,1306752
32-32,20,f,0,1317298
32-32,20,f,0,1302282
32-32,20,f,0,1371772
32-32,20,f,0,1356199
32-32,20,f,0,1305984
32-32,20,f,0,1317019
32-32,20,f,0,1304587
32-32,20,f,0,1301794
32-32,20,f,0,1423872
32-32,20,f,0,1306194
32-32,20,f,0,1302213
32-32,20,f,0,1301375
32-32,20,f,0,1369887
32-32,20,f,0,1338878
32-32,20,f,0,1307311
32-32,20,f,0,1303540
32-32,20,f,0,1302143
32-32,20,f,0,1368350
32-32,20,f,0,1296137
32-32,20,f,0,1314434
32-32,20,f,0,1302213
32-32,20,f,0,1302074
32-32,20,f,0,1388324
32-32,20,f,0,1302073
32-32,20,f,0,1343628
32-32,20,f,0,1302003
32-32,20,f,0,1301305
32-32,20,f,0,1388883
32-32,20,f,0,1302074
32-32,20,f,0,1435046
32-32,20,f,0,1302632
32-32,20,f,0,1303121
32-32,20,f,0,1400755
32-32,20,f,0,1307102
32-32,20,f,0,1318276
32-32,20,f,0,1301515
32-32,20,f,0,1367024
32-32,20,f,0,1289642
32-32,20,f,0,1299559
32-32,20,f,0,1314994
32-32,20,f,0,1302143
32-32,20,f,0,1397123
32-32,20,f,0,1301934
32-32,20,f,0,1302492
32-32,20,f,0,1317298
32-32,20,f,0,1391607
32-32,20,f,0,1450550
32-32,20,f,0,1295579
32-32,20,f,0,1301374
32-32,20,f,0,1317229
32-32,20,f,0,1338948
32-32,20,f,0,1398241
32-32,20,f,0,1294601
32-32,20,f,0,1301514
32-32,20,f,0,1317856
32-32,20,f,0,1368490
32-32,20,f,0,1288874
32-32,20,f,0,1298930
32-32,20,f,0,1305566
32-32,20,f,0,1315482
32-32,20,f,0,1359481
32-32,20,f,0,1399638
32-32,20,f,0,1303470
32-32,20,f,0,1317507
32-32,20,f,0,1303051
32-32,20,f,0,1354522
32-32,20,f,0,1290131
32-32,20,f,0,1302074
32-32,20,f,0,1316390
32-32,20,f,0,1312130
32-32,20,f,0,1356967
32-32,20,f,0,1302282
32-32,20,f,0,1302283
32-32,20,f,0,1315761
32-32,20,f,0,1318206
32-32,20,f,0,1408997
32-32,20,f,0,1302423
32-32,20,f,0,1302282
32-32,20,f,0,1317088
32-32,20,f,0,1397892
32-32,20,f,0,1353614
32-32,20,f,0,1295020
32-32,20,f,0,1301375
32-32,20,f,0,1316669
32-32,20,f,0,1388883
32-32,20,f,0,1290829
32-32,20,f,0,1299279
32-32,20,f,0,1371703
32-32,20,f,0,1316320
32-32,20,f,0,1411161
32-32,20,f,0,1294810
32-32,20,f,0,1300677
32-32,20,f,0,1302981
32-32,20,f,0,1316879
32-32,20,f,0,1417377
32-32,20,f,0,1295648
32-32,20,f,0,1302283
32-32,20,f,0,1302073
32-32,20,f,0,1368490
32-32,20,f,0,1321628
32-32,20,f,0,1296835
32-32,20,f,0,1302283
32-32,20,f,0,1301724
32-32,20,f,0,1383575
32-32,20,f,0,1303121
32-32,20,f,0,1302143
32-32,20,f,0,1302283
32-32,20,f,0,1303051
32-32,20,f,0,1359760
32-32,20,f,0,1477299
32-32,20,f,0,1301654
32-32,20,f,0,1301514
32-32,20,f,0,1301515
32-32,20,f,0,1426945
32-32,20,f,0,1303959
32-32,20,f,0,1304238
32-32,20,f,0,1301165
32-32,20,f,0,1356827
32-32,20,f,0,1398171
32-32,20,f,0,1306054
32-32,20,f,0,1304238
32-32,20,f,0,1302911
32-32,20,f,0,1370306
32-32,20,f,0,1301654
32-32,20,f,0,1314016
32-32,20,f,0,1301794
32-32,20,f,0,1301793
32-32,20,f,0,1404666
32-32,20,f,0,1305985
32-32,20,f,0,1421567
32-32,20,f,0,1300327
32-32,20,f,0,1303679
32-32,20,f,0,1408996
32-32,20,f,0,1306264
32-32,20,f,0,1319323
32-32,20,f,0,1303260
32-32,20,f,0,1303121
32-32,20,f,0,1344605
32-32,20,f,0,1307451
32-32,20,f,0,1318276
32-32,20,f,0,1302213
32-32,20,f,0,1368420
32-32,20,f,0,1289852
32-32,20,f,0,1313597
32-32,20,f,0,1316739
32-32,20,f,0,1302143
32-32,20,f,0,1385949
32-32,20,f,0,1320790
32-32,20,f,0,1308778
32-32,20,f,0,1301515
32-32,20,f,0,1303680
32-32,20,f,0,1369816
32-32,20,f,0,1309337
32-32,20,f,0,1313527
32-32,20,f,0,1301655
32-32,20,f,0,1302981
32-32,20,f,0,1401523
32-32,20,f,0,1294391
32-32,20,f,0,1411161
32-32,20,f,0,1302143
32-32,20,f,0,1301724
32-32,20,f,0,1398032
32-32,20,f,0,1302353
32-32,20,f,0,1316390
32-32,20,f,0,1302771
32-32,20,f,0,1370515
32-32,20,f,0,1364718
32-32,20,f,0,1302073
32-32,20,f,0,1316460
32-32,20,f,0,1303261
32-32,20,f,0,1358363
32-32,20,f,0,1391048
32-32,20,f,0,1305565
32-32,20,f,0,1302283
32-32,20,f,0,1302492
32-32,20,f,0,1353824
32-32,20,f,0,1390420
32-32,20,f,0,1307381
32-32,20,f,0,1302004
32-32,20,f,0,1303121
32-32,20,f,0,1365906
32-32,20,f,0,1297604
32-32,20,f,0,1375753
32-32,20,f,0,1302981
32-32,20,f,0,1303400
32-32,20,f,0,1370515
32-32,20,f,0,1294950
32-32,20,f,0,1315413
32-32,20,f,0,1302213
32-32,20,f,0,1301585
32-32,20,f,0,1394609
32-32,20,f,0,1294461
32-32,20,f,0,1314924
32-32,20,f,0,1302073
32-32,20,f,0,1343348
32-32,20,f,0,1379314
32-32,20,f,0,1308778
32-32,20,f,0,1317228
32-32,20,f,0,1301724
32-32,20,f,0,1364020
32-32,20,f,0,1376032
32-32,20,f,0,1306054
32-32,20,f,0,1316460
32-32,20,f,0,1301095
32-32,20,f,0,1366186
32-32,20,f,0,1288944
32-32,20,f,0,1298582
32-32,20,f,0,1317298
32-32,20,f,0,1302701
32-32,20,f,0,1397124
32-32,20,f,0,1294182
32-32,20,f,0,1303051
32-32,20,f,0,1315482
32-32,20,f,0,1302632
32-32,20,f,0,1404876
32-32,20,f,0,1295718
32-32,20,f,0,1303121
32-32,20,f,0,1315482
32-32,20,f,0,1385670
32-32,20,f,0,1356827
32-32,20,f,0,1295997
32-32,20,f,0,1302562
32-32,20,f,0,1331126
32-32,20,f,0,1377219
32-32,20,f,0,1290341
32-32,20,f,0,1300746
32-32,20,f,0,1303261
32-32,20,f,0,1314994
32-32,20,f,0,1399638
32-32,20,f,0,1301095
32-32,20,f,0,1330637
32-32,20,f,0,1316669
32-32,20,f,0,1312199
32-32,20,f,0,1379175
32-32,20,f,0,1293832
32-32,20,f,0,1302493
32-32,20,f,0,1405155
32-32,20,f,0,1345024
32-32,20,f,0,1376312
32-32,20,f,0,1293972
32-32,20,f,0,1301933
32-32,20,f,0,1317927
32-32,20,f,0,1342370
32-32,20,f,0,1378966
32-32,20,f,0,1302632
32-32,20,f,0,1301235
32-32,20,f,0,1316041
32-32,20,f,0,1383156
32-32,20,f,0,1364160
32-32,20,f,0,1302841
32-32,20,f,0,1303190
32-32,20,f,0,1315832
32-32,20,f,0,1377709
32-32,20,f,0,1338389
32-32,20,f,0,1297743
32-32,20,f,0,1302632
32-32,20,f,0,1316529
32-32,20,f,0,1386858
32-32,20,f,0,1495667
32-32,20,f,0,1301375
32-32,20,f,0,1302213
32-32,20,f,0,1391397
32-32,20,f,0,1437071
32-32,20,f,0,1295090
32-32,20,f,0,1302911
32-32,20,f,0,1302282
32-32,20,f,0,1316670
32-32,20,f,0,1413116
32-32,20,f,0,1295998
32-32,20,f,0,1301724
32-32,20,f,0,1301654
32-32,20,f,0,1383505
32-32,20,f,0,1298302
32-32,20,f,0,1300117
32-32,20,f,0,1302004
32-32,20,f,0,1301584
32-32,20,f,0,1434906
32-32,20,f,0,1307172
32-32,20,f,0,1304099
32-32,20,f,0,1302492
32-32,20,f,0,1302003
32-32,20,f,0,1425827
32-32,20,f,0,1305775
32-32,20,f,0,1303889
32-32,20,f,0,1301654
32-32,20,f,0,1316530
32-32,20,f,0,1407320
32-32,20,f,0,1302213
32-32,20,f,0,1302981
32-32,20,f,0,1302492
32-32,20,f,0,1315483
32-32,20,f,0,1413396
32-32,20,f,0,1296277
32-32,20,f,0,1302212
32-32,20,f,0,1301375
32-32,20,f,0,1430926
32-32,20,f,0,1445731
32-32,20,f,0,1295578
32-32,20,f,0,1301864
32-32,20,f,0,1302562
32-32,20,f,0,1386228
32-32,20,f,0,1322745
32-32,20,f,0,1295369
32-32,20,f,0,1302352
32-32,20,f,0,1302701
32-32,20,f,0,1386927
32-32,20,f,0,1306892
32-32,20,f,0,1302213
32-32,20,f,0,1301655
32-32,20,f,0,1303330
32-32,20,f,0,1405504
32-32,20,f,0,1307451
32-32,20,f,0,1303190
32-32,20,f,0,1303609
32-32,20,f,0,1302283
32-32,20,f,0,1421707
32-32,20,f,0,1308428
32-32,20,f,0,1303260
32-32,20,f,0,1301585
32-32,20,f,0,1369397
32-32,20,f,0,1312619
32-32,20,f,0,1310524
32-32,20,f,0,1303540
32-32,20,f,0,1301724
32-32,20,f,0,1385041
32-32,20,f,0,1304587
32-32,20,f,0,1317438
32-32,20,f,0,1301863
32-32,20,f,0,1303051
32-32,20,f,0,1390349
32-32,20,f,0,1305006
32-32,20,f,0,1317647
32-32,20,f,0,1301236
32-32,20,f,0,1342161
32-32,20,f,0,1414514
32-32,20,f,0,1305356
32-32,20,f,0,1318834
32-32,20,f,0,1300677
32-32,20,f,0,1371493
32-32,20,f,0,1290620
32-32,20,f,0,1299350
32-32,20,f,0,1318346
32-32,20,f,0,1302981
32-32,20,f,0,1396146
32-32,20,f,0,1302701
32-32,20,f,0,1302073
32-32,20,f,0,1315971
32-32,20,f,0,1302143
32-32,20,f,0,1411022
32-32,20,f,0,1301654
32-32,20,f,0,1303261
32-32,20,f,0,1318974
32-32,20,f,0,1356408
32-32,20,f,0,1380852
32-32,20,f,0,1295508
32-32,20,f,0,1302423
32-32,20,f,0,1318416
32-32,20,f,0,1373169
32-32,20,f,0,1288734
32-32,20,f,0,1298581
32-32,20,f,0,1302702
32-32,20,f,0,1315063
32-32,20,f,0,1398939
32-32,20,f,0,1294321
32-32,20,f,0,1302352
32-32,20,f,0,1302003
32-32,20,f,0,1315273
32-32,20,f,0,1406552
32-32,20,f,0,1295578
32-32,20,f,0,1301934
32-32,20,f,0,1302073
32-32,20,f,0,1372471
32-32,20,f,0,1294740
32-32,20,f,0,1297255
32-32,20,f,0,1301235
32-32,20,f,0,1302213
32-32,20,f,0,1401872
32-32,20,f,0,1301584
32-32,20,f,0,1302562
32-32,20,f,0,1301165
32-32,20,f,0,1302213
32-32,20,f,0,1430926
32-32,20,f,0,1430506
32-32,20,f,0,1302073
32-32,20,f,0,1302003
32-32,20,f,0,1301235
32-32,20,f,0,1421008
32-32,20,f,0,1303749
32-32,20,f,0,1301515
32-32,20,f,0,1300607
32-32,20,f,0,1385810
32-32,20,f,0,1310244
32-32,20,f,0,1296765
32-32,20,f,0,1301654
32-32,20,f,0,1300328
32-32,20,f,0,1374636
32-32,20,f,0,1315203
32-32,20,f,0,1309336
32-32,20,f,0,1301445
32-32,20,f,0,1301584
32-32,20,f,0,1393911
32-32,20,f,0,1304308
32-32,20,f,0,1383086
32-32,20,f,0,1302003
32-32,20,f,0,1302632
32-32,20,f,0,1399358
32-32,20,f,0,1311711
32-32,20,f,0,1318834
32-32,20,f,0,1302143
32-32,20,f,0,1353126
32-32,20,f,0,1304587
32-32,20,f,0,1306962
32-32,20,f,0,1312200
32-32,20,f,0,1301165
32-32,20,f,0,1374356
32-32,20,f,0,1293623
32-32,20,f,0,1312339
32-32,20,f,0,1361017
32-32,20,f,0,1300816
32-32,20,f,0,1395029
32-32,20,f,0,1294600
32-32,20,f,0,1313597
32-32,20,f,0,1317088
32-32,20,f,0,1301165
32-32,20,f,0,1402292
32-32,20,f,0,1294670
32-32,20,f,0,1314993
32-32,20,f,0,1315761
32-32,20,f,0,1369398
32-32,20,f,0,1298162
32-32,20,f,0,1296835
32-32,20,f,0,1316041
32-32,20,f,0,1317019
32-32,20,f,0,1365277
32-32,20,f,0,1293972
32-32,20,f,0,1302353
32-32,20,f,0,1312618
32-32,20,f,0,1319254
32-32,20,f,0,1397263
32-32,20,f,0,1300747
32-32,20,f,0,1303959
32-32,20,f,0,1314575
32-32,20,f,0,1360807
32-32,20,f,0,1373169
32-32,20,f,0,1301235
32-32,20,f,0,1300258
32-32,20,f,0,1315762
32-32,20,f,0,1377010
32-32,20,f,0,1300885
32-32,20,f,0,1302283
32-32,20,f,0,1416748
32-32,20,f,0,1314993
32-32,20,f,0,1389372
32-32,20,f,0,1290550
32-32,20,f,0,1299698
32-32,20,f,0,1301026
32-32,20,f,0,1315413
32-32,20,f,0,1411441
32-32,20,f,0,1294671
32-32,20,f,0,1301585
32-32,20,f,0,1301515
32-32,20,f,0,1315971
32-32,20,f,0,1427154
32-32,20,f,0,1295020
32-32,20,f,0,1301305
32-32,20,f,0,1300257
32-32,20,f,0,1348935
32-32,20,f,0,1305495
32-32,20,f,0,1297464
32-32,20,f,0,1299210
32-32,20,f,0,1312409
32-32,20,f,0,1365557
32-32,20,f,0,1418843
32-32,20,f,0,1292994
32-32,20,f,0,1301375
32-32,20,f,0,1311152
32-32,20,f,0,1378058
32-32,20,f,0,1312130
32-32,20,f,0,1294880
32-32,20,f,0,1302771
32-32,20,f,0,1312130
32-32,20,f,0,1408298
32-32,20,f,0,1298022
32-32,20,f,0,1297673
32-32,20,f,0,1301654
32-32,20,f,0,1311432
32-32,20,f,0,1423173
32-32,20,f,0,1295019
32-32,20,f,0,1301584
32-32,20,f,0,1301096
32-32,20,f,0,1302422
32-32,20,f,0,1435255
32-32,20,f,0,1294670
32-32,20,f,0,1300606
32-32,20,f,0,1300886
32-32,20,f,0,1347398
32-32,20,f,0,1417726
32-32,20,f,0,1301654
32-32,20,f,0,1376241
32-32,20,f,0,1303959
32-32,20,f,0,1380711
32-32,20,f,0,1304238
32-32,20,f,0,1299210
32-32,20,f,0,1301305
32-32,20,f,0,1300536
32-32,20,f,0,1413047
32-32,20,f,0,1308358
32-32,20,f,0,1305077
32-32,20,f,0,1303889
32-32,20,f,0,1301025
32-32,20,f,0,1378547
32-32,20,f,0,1295089
32-32,20,f,0,1298791
32-32,20,f,0,1301305
32-32,20,f,0,1302143
32-32,20,f,0,1404387
32-32,20,f,0,1294390
32-32,20,f,0,1302283
32-32,20,f,0,1300885
32-32,20,f,0,1301305
32-32,20,f,0,1418214
32-32,20,f,0,1305495
32-32,20,f,0,1302912
32-32,20,f,0,1301025
32-32,20,f,0,1366604
32-32,20,f,0,1364300
32-32,20,f,0,1313038
32-32,20,f,0,1301095
32-32,20,f,0,1301166
32-32,20,f,0,1392445
32-32,20,f,0,1304238
32-32,20,f,0,1318275
32-32,20,f,0,1302423
32-32,20,f,0,1301654
32-32,20,f,0,1416679
32-32,20,f,0,1309267
32-32,20,f,0,1317298
32-32,20,f,0,1302003
32-32,20,f,0,1343907
32-32,20,f,0,1405923
32-32,20,f,0,1307869
32-32,20,f,0,1315552
32-32,20,f,0,1303679
32-32,20,f,0,1375543
32-32,20,f,0,1288873
32-32,20,f,0,1308288
32-32,20,f,0,1317019
32-32,20,f,0,1301584
32-32,20,f,0,1398380
32-32,20,f,0,1292994
32-32,20,f,0,1309686
32-32,20,f,0,1315552
32-32,20,f,0,1299210
32-32,20,f,0,1397682
32-32,20,f,0,1292365
32-32,20,f,0,1310733
32-32,20,f,0,1365278
32-32,20,f,0,1312130
32-32,20,f,0,1310943
32-32,20,f,0,1297254
32-32,20,f,0,1316041
32-32,20,f,0,1317368
32-32,20,f,0,1324212
32-32,20,f,0,1294181
32-32,20,f,0,1298861
32-32,20,f,0,1301235
32-32,20,f,0,1315482
32-32,20,f,0,1399149
32-32,20,f,0,1292366
32-32,20,f,0,1302283
32-32,20,f,0,1300467
32-32,20,f,0,1333571
32-32,20,f,0,1407529
32-32,20,f,0,1294949
32-32,20,f,0,1408647
32-32,20,f,0,1302562
32-32,20,f,0,1384483
32-32,20,f,0,1398870
32-32,20,f,0,1359690
32-32,20,f,0,1303540
32-32,20,f,0,1337831
32-32,20,f,0,1415631
32-32,20,f,0,1343627
32-32,20,f,0,1295020
32-32,20,f,0,1300746
32-32,20,f,0,1316739
32-32,20,f,0,1390978
32-32,20,f,0,1295648
32-32,20,f,0,1301585
32-32,20,f,0,1300536
32-32,20,f,0,1316879
32-32,20,f,0,1403549
32-32,20,f,0,1295369
32-32,20,f,0,1301375
32-32,20,f,0,1301165
32-32,20,f,0,1405644
32-32,20,f,0,1458372
32-32,20,f,0,1294111
32-32,20,f,0,1301375
32-32,20,f,0,1296975
32-32,20,f,0,1315482
32-32,20,f,0,1398380
32-32,20,f,0,1295578
32-32,20,f,0,1301095
32-32,20,f,0,1303190
32-32,20,f,0,1383575
32-32,20,f,0,1301235
32-32,20,f,0,1298930
32-32,20,f,0,1300117
32-32,20,f,0,1301305
32-32,20,f,0,1404666
32-32,20,f,0,1306054
32-32,20,f,0,1301514
32-32,20,f,0,1301026
32-32,20,f,0,1299978
32-32,20,f,0,1414094
32-32,20,f,0,1310664
32-32,20,f,0,1301724
32-32,20,f,0,1301165
32-32,20,f,0,1370934
32-32,20,f,0,1340485
32-32,20,f,0,1315901
32-32,20,f,0,1302003
32-32,20,f,0,1301654
32-32,20,f,0,1368280
32-32,20,f,0,1300048
32-32,20,f,0,1314225
32-32,20,f,0,1299838
32-32,20,f,0,1298861
32-32,20,f,0,1396006
32-32,20,f,0,1304587
32-32,20,f,0,1315762
32-32,20,f,0,1300816
32-32,20,f,0,1301515
32-32,20,f,0,1401314
32-32,20,f,0,1315202
32-32,20,f,0,1319463
32-32,20,f,0,1302073
32-32,20,f,0,1358713
32-32,20,f,0,1288245
32-32,20,f,0,1304377
32-32,20,f,0,1316948
32-32,20,f,0,1322605
32-32,20,f,0,1375962
32-32,20,f,0,1293692
32-32,20,f,0,1300747
32-32,20,f,0,1315482
32-32,20,f,0,1300536
32-32,20,f,0,1403688
32-32,20,f,0,1301025
32-32,20,f,0,1300606
32-32,20,f,0,1424221
32-32,20,f,0,1300048
32-32,20,f,0,1384064
32-32,20,f,0,1300047
32-32,20,f,0,1300536
32-32,20,f,0,1317368
32-32,20,f,0,1365766
32-32,20,f,0,1288803
32-32,20,f,0,1297813
32-32,20,f,0,1301375
32-32,20,f,0,1316739
32-32,20,f,0,1382179
32-32,20,f,0,1292715
32-32,20,f,0,1301723
32-32,20,f,0,1300467
32-32,20,f,0,1396425
32-32,20,f,0,1422056
32-32,20,f,0,1301026
32-32,20,f,0,1302492
32-32,20,f,0,1302702
32-32,20,f,0,1366884
32-32,20,f,0,1392375
32-32,20,f,0,1294390
32-32,20,f,0,1390978
32-32,20,f,0,1300397
32-32,20,f,0,1385320
32-32,20,f,0,1288734
32-32,20,f,0,1296556
32-32,20,f,0,1302772
32-32,20,f,0,1299699
32-32,20,f,0,1388882
32-32,20,f,0,1294530
32-32,20,f,0,1300816
32-32,20,f,0,1302073
32-32,20,f,0,1300536
32-32,20,f,0,1407390
32-32,20,f,0,1293064
32-32,20,f,0,1300816
32-32,20,f,0,1302003
32-32,20,f,0,1353614
32-32,20,f,0,1383225
32-32,20,f,0,1293274
32-32,20,f,0,1301095
32-32,20,f,0,1301095
32-32,20,f,0,1361436
32-32,20,f,0,1298721
32-32,20,f,0,1309825
32-32,20,f,0,1300676
32-32,20,f,0,1299629
32-32,20,f,0,1396355
32-32,20,f,0,1305006
32-32,20,f,0,1402501
32-32,20,f,0,1301654
32-32,20,f,0,1299978
32-32,20,f,0,1402710
32-32,20,f,0,1503977
32-32,20,f,0,1301724
32-32,20,f,0,1301724
32-32,20,f,0,1332802
32-32,20,f,0,1407180
32-32,20,f,0,1304796
32-32,20,f,0,1301445
32-32,20,f,0,1300536
32-32,20,f,0,1370306
32-32,20,f,0,1295858
32-32,20,f,0,1442729
32-32,20,f,0,1301514
32-32,20,f,0,1300956
32-32,20,f,0,1369956
32-32,20,f,0,1294390
32-32,20,f,0,1315482
32-32,20,f,0,1313317
32-32,20,f,0,1302143
32-32,20,f,0,1391885
32-32,20,f,0,1294041
32-32,20,f,0,1315971
32-32,20,f,0,1316879
32-32,20,f,0,1302213
32-32,20,f,0,1359970
32-32,20,f,0,1294810
32-32,20,f,0,1316181
32-32,20,f,0,1316390
32-32,20,f,0,1372191
32-32,20,f,0,1288874
32-32,20,f,0,1298721
32-32,20,f,0,1315483
32-32,20,f,0,1317298
32-32,20,f,0,1400336
32-32,20,f,0,1294182
32-32,20,f,0,1300676
32-32,20,f,0,1315552
32-32,20,f,0,1316529
32-32,20,f,0,1401663
32-32,20,f,0,1295299
32-32,20,f,0,1299420
32-32,20,f,0,1312619
32-32,20,f,0,1384762
32-32,20,f,0,1290620
32-32,20,f,0,1299489
32-32,20,f,0,1301025
32-32,20,f,0,1301235
32-32,20,f,0,1424361
32-32,20,f,0,1294391
32-32,20,f,0,1300397
32-32,20,f,0,1300606
32-32,20,f,0,1301514
32-32,20,f,0,1420590
32-32,20,f,0,1294671
32-32,20,f,0,1303469
32-32,20,f,0,1301724
32-32,20,f,0,1375544
32-32,20,f,0,1352637
32-32,20,f,0,1295647
32-32,20,f,0,1301515
32-32,20,f,0,1303191
32-32,20,f,0,1359271
32-32,20,f,0,1300188
32-32,20,f,0,1299838
32-32,20,f,0,1301375
32-32,20,f,0,1391536
32-32,20,f,0,1428621
32-32,20,f,0,1305216
32-32,20,f,0,1301305
32-32,20,f,0,1300537
32-32,20,f,0,1302282
32-32,20,f,0,1411091
32-32,20,f,0,1306054
32-32,20,f,0,1301515
32-32,20,f,0,1301654
32-32,20,f,0,1373309
32-32,20,f,0,1345582
32-32,20,f,0,1306962
32-32,20,f,0,1302492
32-32,20,f,0,1301165
32-32,20,f,0,1368210
32-32,20,f,0,1289293
32-32,20,f,0,1311711
32-32,20,f,0,1301724
32-32,20,f,0,1300747
32-32,20,f,0,1401384
32-32,20,f,0,1294460
32-32,20,f,0,1314993
32-32,20,f,0,1313317
32-32,20,f,0,1302702
32-32,20,f,0,1398451
32-32,20,f,0,1294112
32-32,20,f,0,1317158
32-32,20,f,0,1318834
32-32,20,f,0,1367442
32-32,20,f,0,1288874
32-32,20,f,0,1298511
32-32,20,f,0,1315063
32-32,20,f,0,1317368
32-32,20,f,0,1394679
32-32,20,f,0,1294880
32-32,20,f,0,1301375
32-32,20,f,0,1367931
32-32,20,f,0,1315203
32-32,20,f,0,1379734
32-32,20,f,0,1293623
32-32,20,f,0,1301724
32-32,20,f,0,1316111
32-32,20,f,0,1417168
32-32,20,f,0,1366604
32-32,20,f,0,1293692
32-32,20,f,0,1301584
32-32,20,f,0,1316530
32-32,20,f,0,1396914
32-32,20,f,0,1368909
32-32,20,f,0,1299629
32-32,20,f,0,1299419
32-32,20,f,0,1314993
32-32,20,f,0,1403689
32-32,20,f,0,1293762
32-32,20,f,0,1301305
32-32,20,f,0,1302073
32-32,20,f,0,1317089
32-32,20,f,0,1412488
32-32,20,f,0,1301724
32-32,20,f,0,1301025
32-32,20,f,0,1301235
32-32,20,f,0,1376800
32-32,20,f,0,1383366
32-32,20,f,0,1327285
32-32,20,f,0,1302074
32-32,20,f,0,1299279
32-32,20,f,0,1385461
32-32,20,f,0,1360668
32-32,20,f,0,1295159
32-32,20,f,0,1301165
32-32,20,f,0,1299769
32-32,20,f,0,1378128
32-32,20,f,0,1296416
32-32,20,f,0,1298791
32-32,20,f,0,1300816
32-32,20,f,0,1300676
32-32,20,f,0,1417447
32-32,20,f,0,1305286
32-32,20,f,0,1303050
32-32,20,f,0,1297254
32-32,20,f,0,1300607
32-32,20,f,0,1419332
32-32,20,f,0,1308707
32-32,20,f,0,1300676
32-32,20,f,0,1301654
32-32,20,f,0,1327354
32-32,20,f,0,1296766
32-32,20,f,0,1314784
32-32,20,f,0,1301655
32-32,20,f,0,1313387
32-32,20,f,0,1380851
32-32,20,f,0,1355081
32-32,20,f,0,1313527
32-32,20,f,0,1301584
32-32,20,f,0,1301934
32-32,20,f,0,1387975
32-32,20,f,0,1304447
32-32,20,f,0,1317856
32-32,20,f,0,1303050
32-32,20,f,0,1320790
32-32,20,f,0,1409973
32-32,20,f,0,1306543
32-32,20,f,0,1382667
32-32,20,f,0,1300607
32-32,20,f,0,1369188
32-32,20,f,0,1316110
32-32,20,f,0,1314783
32-32,20,f,0,1316460
32-32,20,f,0,1301305
32-32,20,f,0,1365068
32-32,20,f,0,1289642
32-32,20,f,0,1309686
32-32,20,f,0,1315831
32-32,20,f,0,1300676
32-32,20,f,0,1398800
32-32,20,f,0,1293134
32-32,20,f,0,1314085
32-32,20,f,0,1317926
32-32,20,f,0,1301654
32-32,20,f,0,1410323
32-32,20,f,0,1299768
32-32,20,f,0,1315063
32-32,20,f,0,1365766
32-32,20,f,0,1418355
32-32,20,f,0,1330288
32-32,20,f,0,1299908
32-32,20,f,0,1314574
32-32,20,f,0,1404387
32-32,20,f,0,1363951
32-32,20,f,0,1332523
32-32,20,f,0,1294879
32-32,20,f,0,1316390
32-32,20,f,0,1302143
32-32,20,f,0,1363252
32-32,20,f,0,1288315
32-32,20,f,0,1298721
32-32,20,f,0,1315971
32-32,20,f,0,1313596
32-32,20,f,0,1361994
32-32,20,f,0,1293762
32-32,20,f,0,1300956
32-32,20,f,0,1315272
32-32,20,f,0,1369887
32-32,20,f,0,1364439
32-32,20,f,0,1364020
32-32,20,f,0,1299978
32-32,20,f,0,1315412
32-32,20,f,0,1383784
32-32,20,f,0,1299629
32-32,20,f,0,1300816
32-32,20,f,0,1300327
32-32,20,f,0,1316459
32-32,20,f,0,1384413
32-32,20,f,0,1292994
32-32,20,f,0,1300327
32-32,20,f,0,1298791
32-32,20,f,0,1314783
32-32,20,f,0,1400196
32-32,20,f,0,1295438
32-32,20,f,0,1301723
32-32,20,f,0,1301933
32-32,20,f,0,1366884
32-32,20,f,0,1394609
32-32,20,f,0,1296137
32-32,20,f,0,1302352
32-32,20,f,0,1303050
32-32,20,f,0,1383994
32-32,20,f,0,1300048
32-32,20,f,0,1300187
32-32,20,f,0,1299349
32-32,20,f,0,1300746
32-32,20,f,0,1407809
32-32,20,f,0,1304657
32-32,20,f,0,1422684
32-32,20,f,0,1299210
32-32,20,f,0,1299210
32-32,20,f,0,1428970
32-32,20,f,0,1303749
32-32,20,f,0,1300677
32-32,20,f,0,1299908
32-32,20,f,0,1368000
32-32,20,f,0,1411440
32-32,20,f,0,1308288
32-32,20,f,0,1300397
32-32,20,f,0,1301165
32-32,20,f,0,1369118
32-32,20,f,0,1300258
32-32,20,f,0,1312130
32-32,20,f,0,1300816
32-32,20,f,0,1302143
32-32,20,f,0,1399079
32-32,20,f,0,1293832
32-32,20,f,0,1316879
32-32,20,f,0,1301515
32-32,20,f,0,1301514
32-32,20,f,0,1407390
32-32,20,f,0,1293902
32-32,20,f,0,1314085
32-32,20,f,0,1300606
32-32,20,f,0,1364649
32-32,20,f,0,1289152
32-32,20,f,0,1300816
32-32,20,f,0,1314923
32-32,20,f,0,1316390
32-32,20,f,0,1401872
32-32,20,f,0,1294461
32-32,20,f,0,1303190
32-32,20,f,0,1316669
