table,order,himpl,blen,timens
64-64,20,l,0,1763644
64-64,20,l,0,1296840
64-64,20,l,0,1351314
64-64,20,l,0,1410398
64-64,20,l,0,1880765
64-64,20,l,0,1890542
64-64,20,l,0,2212918
64-64,20,l,0,1637236
64-64,20,l,0,1289647
64-64,20,l,0,1366889
64-64,20,l,0,1449229
64-64,20,l,0,1860930
64-64,20,l,0,2103830
64-64,20,l,0,1567118
64-64,20,l,0,1289716
64-64,20,l,0,1375060
64-64,20,l,0,1449369
64-64,20,l,0,1883348
64-64,20,l,0,2014296
64-64,20,l,0,1596170
64-64,20,l,0,2096008
64-64,20,l,0,1249629
64-64,20,l,0,1392939
64-64,20,l,0,1537086
64-64,20,l,0,1938172
64-64,20,l,0,1635490
64-64,20,l,0,1408932
64-64,20,l,0,1252493
64-64,20,l,0,1407116
64-64,20,l,0,1693735
64-64,20,l,0,2003751
64-64,20,l,0,2002493
64-64,20,l,0,1606647
64-64,20,l,0,1271000
64-64,20,l,0,1340979
64-64,20,l,0,1400412
64-64,20,l,0,1848708
64-64,20,l,0,2111931
64-64,20,l,0,1520745
64-64,20,l,0,1253889
64-64,20,l,0,1356622
64-64,20,l,0,1528007
64-64,20,l,0,1562089
64-64,20,l,0,1849267
64-64,20,l,0,1289647
64-64,20,l,0,1317932
64-64,20,l,0,1667057
64-64,20,l,0,1419548
64-64,20,l,0,1317094
64-64,20,l,0,1518160
64-64,20,l,0,1288250
64-64,20,l,0,1360324
64-64,20,l,0,1639750
64-64,20,l,0,1857927
64-64,20,l,0,2191757
64-64,20,l,0,1387351
64-64,20,l,0,1317163
64-64,20,l,0,1361931
64-64,20,l,0,1485755
64-64,20,l,0,1852340
64-64,20,l,0,2193783
64-64,20,l,0,1384697
64-64,20,l,0,1455305
64-64,20,l,0,1334413
64-64,20,l,0,1673552
64-64,20,l,0,1688288
64-64,20,l,0,2133791
64-64,20,l,0,1483660
64-64,20,l,0,1278752
64-64,20,l,0,1343213
64-64,20,l,0,1420316
64-64,20,l,0,1637864
64-64,20,l,0,1274911
64-64,20,l,0,1261921
64-64,20,l,0,1397199
64-64,20,l,0,1408373
64-64,20,l,0,1924204
64-64,20,l,0,2161447
64-64,20,l,0,1470251
64-64,20,l,0,1257870
64-64,20,l,0,1362350
64-64,20,l,0,1412004
64-64,20,l,0,1912681
64-64,20,l,0,1285387
64-64,20,l,0,1277355
64-64,20,l,0,1343353
64-64,20,l,0,1412144
64-64,20,l,0,1868054
64-64,20,l,0,2056688
64-64,20,l,0,1539251
64-64,20,l,0,1257381
64-64,20,l,0,1325125
64-64,20,l,0,1432468
64-64,20,l,0,1941454
64-64,20,l,0,1464454
64-64,20,l,0,1289438
64-64,20,l,0,1504891
64-64,20,l,0,1542674
64-64,20,l,0,1419058
64-64,20,l,0,1692339
64-64,20,l,0,1572704
64-64,20,l,0,1545397
64-64,20,l,0,1304872
64-64,20,l,0,1585765
64-64,20,l,0,1828595
64-64,20,l,0,1873082
64-64,20,l,0,2205306
64-64,20,l,0,1262340
64-64,20,l,0,1289438
64-64,20,l,0,1386932
64-64,20,l,0,1606996
64-64,20,l,0,1865190
64-64,20,l,0,2193643
64-64,20,l,0,1376527
64-64,20,l,0,1275539
64-64,20,l,0,1355435
64-64,20,l,0,1451603
64-64,20,l,0,1859044
64-64,20,l,0,2191827
64-64,20,l,0,1382323
64-64,20,l,0,1272537
64-64,20,l,0,1345518
64-64,20,l,0,1548471
64-64,20,l,0,1952419
64-64,20,l,0,2086719
64-64,20,l,0,1362279
64-64,20,l,0,1285526
64-64,20,l,0,1355016
64-64,20,l,0,1416475
64-64,20,l,0,1907094
64-64,20,l,0,1968901
64-64,20,l,0,1277914
64-64,20,l,0,1285457
64-64,20,l,0,1353270
64-64,20,l,0,1850943
64-64,20,l,0,1882230
64-64,20,l,0,2147200
64-64,20,l,0,1427928
64-64,20,l,0,1262410
64-64,20,l,0,1338883
64-64,20,l,0,1415567
64-64,20,l,0,1532757
64-64,20,l,0,1750934
64-64,20,l,0,1248652
64-64,20,l,0,1316256
64-64,20,l,0,1389935
64-64,20,l,0,1863863
64-64,20,l,0,2091538
64-64,20,l,0,2723371
64-64,20,l,0,1835648
64-64,20,l,0,1759174
64-64,20,l,0,1676974
64-64,20,l,0,1671247
64-64,20,l,0,1507266
64-64,20,l,0,1912331
64-64,20,l,0,1903951
64-64,20,l,0,1565721
64-64,20,l,0,1584228
64-64,20,l,0,1720694
64-64,20,l,0,1506358
64-64,20,l,0,1563067
64-64,20,l,0,1829083
64-64,20,l,0,2119543
64-64,20,l,0,2264948
64-64,20,l,0,1815535
64-64,20,l,0,1671946
64-64,20,l,0,1684028
64-64,20,l,0,1528845
64-64,20,l,0,1759733
64-64,20,l,0,1852200
64-64,20,l,0,2156209
64-64,20,l,0,2308248
64-64,20,l,0,1802754
64-64,20,l,0,1687729
64-64,20,l,0,1697437
64-64,20,l,0,1529824
64-64,20,l,0,1741086
64-64,20,l,0,1876784
64-64,20,l,0,2155092
64-64,20,l,0,2997560
64-64,20,l,0,2405046
64-64,20,l,0,2821146
64-64,20,l,0,1496021
64-64,20,l,0,1708681
64-64,20,l,0,1671946
64-64,20,l,0,1605249
64-64,20,l,0,1498815
64-64,20,l,0,1876574
64-64,20,l,0,1992506
64-64,20,l,0,2312998
64-64,20,l,0,1528427
64-64,20,l,0,1702675
64-64,20,l,0,1605319
64-64,20,l,0,1538623
64-64,20,l,0,1828316
64-64,20,l,0,1798424
64-64,20,l,0,2230448
64-64,20,l,0,1794164
64-64,20,l,0,1685913
64-64,20,l,0,1638562
64-64,20,l,0,1568095
64-64,20,l,0,1566419
64-64,20,l,0,1747442
64-64,20,l,0,2186659
64-64,20,l,0,1802754
64-64,20,l,0,1664682
64-64,20,l,0,1606647
64-64,20,l,0,1583110
64-64,20,l,0,1504193
64-64,20,l,0,1821820
64-64,20,l,0,2186729
64-64,20,l,0,1802894
64-64,20,l,0,1644499
64-64,20,l,0,1599593
64-64,20,l,0,1565022
64-64,20,l,0,1509640
64-64,20,l,0,1936635
64-64,20,l,0,2111652
64-64,20,l,0,1811204
64-64,20,l,0,1663704
64-64,20,l,0,1625572
64-64,20,l,0,1680257
64-64,20,l,0,1511316
64-64,20,l,0,1881812
64-64,20,l,0,2118147
64-64,20,l,0,1931118
64-64,20,l,0,1635559
64-64,20,l,0,1663634
64-64,20,l,0,1528217
64-64,20,l,0,1534153
64-64,20,l,0,1682421
64-64,20,l,0,2004519
64-64,20,l,0,1553289
64-64,20,l,0,1686193
64-64,20,l,0,1618240
64-64,20,l,0,1554826
64-64,20,l,0,1531569
64-64,20,l,0,1911075
64-64,20,l,0,2220042
64-64,20,l,0,1584158
64-64,20,l,0,2087977
64-64,20,l,0,1510827
64-64,20,l,0,1556013
64-64,20,l,0,1528846
64-64,20,l,0,1901926
64-64,20,l,0,2039788
64-64,20,l,0,1865260
64-64,20,l,0,1695202
64-64,20,l,0,1630112
64-64,20,l,0,1571656
64-64,20,l,0,1533525
64-64,20,l,0,1874898
64-64,20,l,0,2009478
64-64,20,l,0,1665660
64-64,20,l,0,1660422
64-64,20,l,0,1621662
64-64,20,l,0,1550705
64-64,20,l,0,1530452
64-64,20,l,0,1900528
64-64,20,l,0,2221997
64-64,20,l,0,2360628
64-64,20,l,0,2158095
64-64,20,l,0,1565511
64-64,20,l,0,1425413
64-64,20,l,0,1372546
64-64,20,l,0,1404392
64-64,20,l,0,1600011
64-64,20,l,0,2219413
64-64,20,l,0,1521303
64-64,20,l,0,1271628
64-64,20,l,0,1398945
64-64,20,l,0,1416195
64-64,20,l,0,1897036
64-64,20,l,0,2193573
64-64,20,l,0,1529264
64-64,20,l,0,1261293
64-64,20,l,0,1371987
64-64,20,l,0,1425274
64-64,20,l,0,1900249
64-64,20,l,0,2088465
64-64,20,l,0,2133581
64-64,20,l,0,1388050
64-64,20,l,0,1319748
64-64,20,l,0,1364933
64-64,20,l,0,1792278
64-64,20,l,0,1917150
64-64,20,l,0,2150134
64-64,20,l,0,1292860
64-64,20,l,0,1319398
64-64,20,l,0,1415985
64-64,20,l,0,1467597
64-64,20,l,0,2123524
64-64,20,l,0,1490015
64-64,20,l,0,1298866
64-64,20,l,0,1331899
64-64,20,l,0,1371289
64-64,20,l,0,1904580
64-64,20,l,0,1906465
64-64,20,l,0,2134210
64-64,20,l,0,1535481
64-64,20,l,0,1284060
64-64,20,l,0,1336370
64-64,20,l,0,1463337
64-64,20,l,0,1896268
64-64,20,l,0,2106763
64-64,20,l,0,1543512
64-64,20,l,0,1329036
64-64,20,l,0,1354038
64-64,20,l,0,1467317
64-64,20,l,0,1884885
64-64,20,l,0,2092586
64-64,20,l,0,1596659
64-64,20,l,0,1280568
64-64,20,l,0,2121779
64-64,20,l,0,1618309
64-64,20,l,0,1496790
64-64,20,l,0,1943270
64-64,20,l,0,2168501
64-64,20,l,0,1843889
64-64,20,l,0,1695482
64-64,20,l,0,1873571
64-64,20,l,0,1594424
64-64,20,l,0,1553359
64-64,20,l,0,1821890
64-64,20,l,0,2047261
64-64,20,l,0,1571448
64-64,20,l,0,1773003
64-64,20,l,0,1671247
64-64,20,l,0,1624316
64-64,20,l,0,1506357
64-64,20,l,0,1905208
64-64,20,l,0,2022817
64-64,20,l,0,2185262
64-64,20,l,0,1756869
64-64,20,l,0,1741994
64-64,20,l,0,1633395
64-64,20,l,0,1614957
64-64,20,l,0,1492878
64-64,20,l,0,1946832
64-64,20,l,0,2215013
64-64,20,l,0,1603853
64-64,20,l,0,1697018
64-64,20,l,0,1701837
64-64,20,l,0,1581224
64-64,20,l,0,1538763
64-64,20,l,0,1882790
64-64,20,l,0,2192106
64-64,20,l,0,1530592
64-64,20,l,0,1275260
64-64,20,l,0,1346007
64-64,20,l,0,1487850
64-64,20,l,0,1864282
64-64,20,l,0,2090072
64-64,20,l,0,1559784
64-64,20,l,0,1274143
64-64,20,l,0,1344121
64-64,20,l,0,1463266
64-64,20,l,0,1882999
64-64,20,l,0,2083367
64-64,20,l,0,1551055
64-64,20,l,0,1422550
64-64,20,l,0,1347893
64-64,20,l,0,1466898
64-64,20,l,0,1866237
64-64,20,l,0,2002283
64-64,20,l,0,1611744
64-64,20,l,0,1275120
64-64,20,l,0,1338535
64-64,20,l,0,1702535
64-64,20,l,0,2021629
64-64,20,l,0,1891030
64-64,20,l,0,1950883
64-64,20,l,0,2155790
64-64,20,l,0,1638982
64-64,20,l,0,1478841
64-64,20,l,0,1396152
64-64,20,l,0,1396431
64-64,20,l,0,1881952
64-64,20,l,0,1995509
64-64,20,l,0,1770978
64-64,20,l,0,1283571
64-64,20,l,0,1376527
64-64,20,l,0,1380787
64-64,20,l,0,1942781
64-64,20,l,0,1972742
64-64,20,l,0,2113607
64-64,20,l,0,1604550
64-64,20,l,0,1300053
64-64,20,l,0,1355505
64-64,20,l,0,1490504
64-64,20,l,0,1888237
64-64,20,l,0,1993205
64-64,20,l,0,1688078
64-64,20,l,0,1478003
64-64,20,l,0,1324567
64-64,20,l,0,1487640
64-64,20,l,0,1880973
64-64,20,l,0,1920991
64-64,20,l,0,2215292
64-64,20,l,0,1630670
64-64,20,l,0,1290974
64-64,20,l,0,1409421
64-64,20,l,0,1426112
64-64,20,l,0,1940336
64-64,20,l,0,2021838
64-64,20,l,0,1669431
64-64,20,l,0,1287691
64-64,20,l,0,1406627
64-64,20,l,0,1403205
64-64,20,l,0,1885792
64-64,20,l,0,2047539
64-64,20,l,0,1651133
64-64,20,l,0,1266181
64-64,20,l,0,1414240
64-64,20,l,0,1421014
64-64,20,l,0,1865818
64-64,20,l,0,2047749
64-64,20,l,0,1667965
64-64,20,l,0,1271908
64-64,20,l,0,1390773
64-64,20,l,0,1391402
64-64,20,l,0,1883139
64-64,20,l,0,2019954
64-64,20,l,0,2679932
64-64,20,l,0,2142940
64-64,20,l,0,1781942
64-64,20,l,0,1285177
64-64,20,l,0,1677044
64-64,20,l,0,1395941
64-64,20,l,0,1937124
64-64,20,l,0,1902554
64-64,20,l,0,1564114
64-64,20,l,0,1359975
64-64,20,l,0,1678091
64-64,20,l,0,2022258
64-64,20,l,0,1574310
64-64,20,l,0,1462358
64-64,20,l,0,1969809
64-64,20,l,0,1570190
64-64,20,l,0,2044257
64-64,20,l,0,1950464
64-64,20,l,0,1552591
64-64,20,l,0,1428487
64-64,20,l,0,1772444
64-64,20,l,0,2040835
64-64,20,l,0,1848498
64-64,20,l,0,1272396
64-64,20,l,0,1382812
64-64,20,l,0,1388958
64-64,20,l,0,1602875
64-64,20,l,0,1356901
64-64,20,l,0,1304033
64-64,20,l,0,1321773
64-64,20,l,0,1453210
64-64,20,l,0,1886212
64-64,20,l,0,1989922
64-64,20,l,0,1917500
64-64,20,l,0,1346217
64-64,20,l,0,1282873
64-64,20,l,0,1438264
64-64,20,l,0,1423039
64-64,20,l,0,1948717
64-64,20,l,0,2195389
64-64,20,l,0,1373663
64-64,20,l,0,1277494
64-64,20,l,0,1416405
64-64,20,l,0,1494764
64-64,20,l,0,1989433
64-64,20,l,0,2142870
64-64,20,l,0,1556013
64-64,20,l,0,1266740
64-64,20,l,0,1397897
64-64,20,l,0,1402926
64-64,20,l,0,1963174
64-64,20,l,0,2111931
64-64,20,l,0,1607275
64-64,20,l,0,1251864
64-64,20,l,0,1411795
64-64,20,l,0,1408722
64-64,20,l,0,1902694
64-64,20,l,0,1421363
64-64,20,l,0,1357321
64-64,20,l,0,1433026
64-64,20,l,0,1436099
64-64,20,l,0,1611814
64-64,20,l,0,1597636
64-64,20,l,0,1761339
64-64,20,l,0,1304104
64-64,20,l,0,1311646
64-64,20,l,0,1466269
64-64,20,l,0,1858905
64-64,20,l,0,1948787
64-64,20,l,0,1695481
64-64,20,l,0,1310249
64-64,20,l,0,1314021
64-64,20,l,0,1468574
64-64,20,l,0,1871824
64-64,20,l,0,1970857
64-64,20,l,0,1700999
64-64,20,l,0,1292091
64-64,20,l,0,1402786
64-64,20,l,0,1483380
64-64,20,l,0,1889145
64-64,20,l,0,1928325
64-64,20,l,0,2164729
64-64,20,l,0,1420036
64-64,20,l,0,1275190
64-64,20,l,0,1419826
64-64,20,l,0,1426532
64-64,20,l,0,1940058
64-64,20,l,0,2166126
64-64,20,l,0,1552311
64-64,20,l,0,1254658
64-64,20,l,0,1414030
64-64,20,l,0,1400272
64-64,20,l,0,1937054
64-64,20,l,0,2124781
64-64,20,l,0,1634162
64-64,20,l,0,1270999
64-64,20,l,0,1414309
64-64,20,l,0,1419687
64-64,20,l,0,1857159
64-64,20,l,0,1984056
64-64,20,l,0,1714407
64-64,20,l,0,1264016
64-64,20,l,0,1404392
64-64,20,l,0,1391192
64-64,20,l,0,1916661
64-64,20,l,0,1918198
64-64,20,l,0,2201814
64-64,20,l,0,1377225
64-64,20,l,0,1461172
64-64,20,l,0,1333855
64-64,20,l,0,1515715
64-64,20,l,0,1964012
64-64,20,l,0,2030918
64-64,20,l,0,1561530
64-64,20,l,0,1323030
64-64,20,l,0,1334623
64-64,20,l,0,1493157
64-64,20,l,0,1979447
64-64,20,l,0,2008359
64-64,20,l,0,1622849
64-64,20,l,0,1295443
64-64,20,l,0,1332458
64-64,20,l,0,1499233
64-64,20,l,0,1852409
64-64,20,l,0,2058434
64-64,20,l,0,1612722
64-64,20,l,0,1300192
64-64,20,l,0,1323239
64-64,20,l,0,1484079
64-64,20,l,0,1858625
64-64,20,l,0,2033921
64-64,20,l,0,1610557
64-64,20,l,0,1309760
64-64,20,l,0,1530452
64-64,20,l,0,1486873
64-64,20,l,0,1881951
64-64,20,l,0,1948229
64-64,20,l,0,2178278
64-64,20,l,0,1656860
64-64,20,l,0,1271209
64-64,20,l,0,1425623
64-64,20,l,0,1400342
64-64,20,l,0,1917359
64-64,20,l,0,2152577
64-64,20,l,0,1642613
64-64,20,l,0,1255426
64-64,20,l,0,1427718
64-64,20,l,0,1410189
64-64,20,l,0,1937822
64-64,20,l,0,2023375
64-64,20,l,0,1665101
64-64,20,l,0,1257242
64-64,20,l,0,1469483
64-64,20,l,0,1384279
64-64,20,l,0,1895500
64-64,20,l,0,2001166
64-64,20,l,0,1902205
64-64,20,l,0,1575288
64-64,20,l,0,1351664
64-64,20,l,0,1349987
64-64,20,l,0,1676624
64-64,20,l,0,1873711
64-64,20,l,0,2178627
64-64,20,l,0,1487012
64-64,20,l,0,1330643
64-64,20,l,0,1352711
64-64,20,l,0,1504681
64-64,20,l,0,1875107
64-64,20,l,0,2121569
64-64,20,l,0,1593446
64-64,20,l,0,1302148
64-64,20,l,0,1329874
64-64,20,l,0,1512503
64-64,20,l,0,1839210
64-64,20,l,0,2055710
64-64,20,l,0,1605458
64-64,20,l,0,1321423
64-64,20,l,0,1408862
64-64,20,l,0,1473602
64-64,20,l,0,1906185
64-64,20,l,0,1927975
64-64,20,l,0,2208727
64-64,20,l,0,1447622
64-64,20,l,0,1271698
64-64,20,l,0,1435820
64-64,20,l,0,1412703
64-64,20,l,0,1963244
64-64,20,l,0,2163822
64-64,20,l,0,1605599
64-64,20,l,0,1254029
64-64,20,l,0,1439312
64-64,20,l,0,1477095
64-64,20,l,0,1926508
64-64,20,l,0,2057527
64-64,20,l,0,1633813
64-64,20,l,0,1256822
64-64,20,l,0,1731797
64-64,20,l,0,1880554
64-64,20,l,0,1516484
64-64,20,l,0,1583460
64-64,20,l,0,2118147
64-64,20,l,0,1311227
64-64,20,l,0,1346425
64-64,20,l,0,1343912
64-64,20,l,0,1838791
64-64,20,l,0,1820912
64-64,20,l,0,1675507
64-64,20,l,0,1553499
64-64,20,l,0,1604550
64-64,20,l,0,1399923
64-64,20,l,0,1583669
64-64,20,l,0,1467178
64-64,20,l,0,2196786
64-64,20,l,0,1461102
64-64,20,l,0,1315767
64-64,20,l,0,1348871
64-64,20,l,0,1602177
64-64,20,l,0,1928255
64-64,20,l,0,1688148
64-64,20,l,0,1341956
64-64,20,l,0,1549727
64-64,20,l,0,1393986
64-64,20,l,0,1504681
64-64,20,l,0,1709379
64-64,20,l,0,1517531
64-64,20,l,0,1261292
64-64,20,l,0,1397408
64-64,20,l,0,1396920
64-64,20,l,0,1954095
64-64,20,l,0,1949416
64-64,20,l,0,2097544
64-64,20,l,0,1314998
64-64,20,l,0,1346496
64-64,20,l,0,1349778
64-64,20,l,0,1530382
64-64,20,l,0,1912611
64-64,20,l,0,2162564
64-64,20,l,0,1294885
64-64,20,l,0,1405789
64-64,20,l,0,1344331
64-64,20,l,0,1585764
64-64,20,l,0,1891519
64-64,20,l,0,2190779
64-64,20,l,0,1481635
64-64,20,l,0,1307735
64-64,20,l,0,1341746
64-64,20,l,0,1524725
64-64,20,l,0,1556780
64-64,20,l,0,2102573
64-64,20,l,0,1322401
64-64,20,l,0,1349359
64-64,20,l,0,1351384
64-64,20,l,0,1682212
64-64,20,l,0,1878529
64-64,20,l,0,1937752
64-64,20,l,0,1575008
64-64,20,l,0,1359276
64-64,20,l,0,1532896
64-64,20,l,0,1497976
64-64,20,l,0,1861069
64-64,20,l,0,1732217
64-64,20,l,0,1428557
64-64,20,l,0,1344610
64-64,20,l,0,1346914
64-64,20,l,0,1656580
64-64,20,l,0,1901366
64-64,20,l,0,2137352
64-64,20,l,0,1486802
64-64,20,l,0,1332248
64-64,20,l,0,1334972
64-64,20,l,0,1490573
64-64,20,l,0,1878668
64-64,20,l,0,2140076
64-64,20,l,0,1523537
64-64,20,l,0,1304383
64-64,20,l,0,1340280
64-64,20,l,0,1503703
64-64,20,l,0,1892496
64-64,20,l,0,1903321
64-64,20,l,0,1515436
64-64,20,l,0,1322191
64-64,20,l,0,1338534
64-64,20,l,0,1496231
64-64,20,l,0,1889913
64-64,20,l,0,2160469
64-64,20,l,0,1468364
64-64,20,l,0,1316395
64-64,20,l,0,1348172
64-64,20,l,0,1491132
64-64,20,l,0,1880345
64-64,20,l,0,2107392
64-64,20,l,0,1534014
64-64,20,l,0,1303544
64-64,20,l,0,1334623
64-64,20,l,0,1500630
64-64,20,l,0,1897525
64-64,20,l,0,2094890
64-64,20,l,0,1562438
64-64,20,l,0,1706934
64-64,20,l,0,1309760
64-64,20,l,0,1462638
64-64,20,l,0,1896268
64-64,20,l,0,1945575
64-64,20,l,0,1392729
64-64,20,l,0,1290275
64-64,20,l,0,1332668
64-64,20,l,0,1498465
64-64,20,l,0,1843959
64-64,20,l,0,2045654
64-64,20,l,0,1601967
64-64,20,l,0,1296561
64-64,20,l,0,1319957
64-64,20,l,0,1478352
64-64,20,l,0,1859533
64-64,20,l,0,2022327
64-64,20,l,0,1589675
64-64,20,l,0,1305849
64-64,20,l,0,1333925
64-64,20,l,0,1483101
64-64,20,l,0,1520185
64-64,20,l,0,2195389
64-64,20,l,0,1436239
64-64,20,l,0,1327081
64-64,20,l,0,1350267
64-64,20,l,0,1493228
64-64,20,l,0,1903951
64-64,20,l,0,2138470
64-64,20,l,0,1485894
64-64,20,l,0,1324008
64-64,20,l,0,1330992
64-64,20,l,0,1487222
64-64,20,l,0,1884814
64-64,20,l,0,2099919
64-64,20,l,0,1543860
64-64,20,l,0,1296072
64-64,20,l,0,1326521
64-64,20,l,0,1510128
64-64,20,l,0,1896757
64-64,20,l,0,2084694
64-64,20,l,0,1342655
64-64,20,l,0,1330921
64-64,20,l,0,1336788
64-64,20,l,0,1490224
64-64,20,l,0,1909258
64-64,20,l,0,2156558
64-64,20,l,0,1495811
64-64,20,l,0,1305989
64-64,20,l,0,1345518
64-64,20,l,0,1489665
64-64,20,l,0,1890471
64-64,20,l,0,2082389
64-64,20,l,0,1557758
64-64,20,l,0,1297957
64-64,20,l,0,1439382
64-64,20,l,0,1483031
64-64,20,l,0,1868891
64-64,20,l,0,2046701
64-64,20,l,0,1586951
64-64,20,l,0,1310738
64-64,20,l,0,1397268
64-64,20,l,0,1475838
64-64,20,l,0,1860441
64-64,20,l,0,2027845
64-64,20,l,0,1620893
64-64,20,l,0,1287900
64-64,20,l,0,1313113
64-64,20,l,0,1492389
64-64,20,l,0,1850942
64-64,20,l,0,2025122
64-64,20,l,0,1622499
64-64,20,l,0,1294395
64-64,20,l,0,1313392
64-64,20,l,0,1732496
64-64,20,l,0,1542743
64-64,20,l,0,2031616
64-64,20,l,0,1570749
64-64,20,l,0,1297329
64-64,20,l,0,1335880
64-64,20,l,0,1480586
64-64,20,l,0,2057387
64-64,20,l,0,1831038
64-64,20,l,0,1654555
64-64,20,l,0,1297748
64-64,20,l,0,1320376
64-64,20,l,0,1479608
64-64,20,l,0,1839419
64-64,20,l,0,2026797
64-64,20,l,0,1588348
64-64,20,l,0,1310738
64-64,20,l,0,1335112
64-64,20,l,0,1482751
64-64,20,l,0,1861139
64-64,20,l,0,2065628
64-64,20,l,0,1605458
64-64,20,l,0,1291183
64-64,20,l,0,1313811
64-64,20,l,0,1493996
64-64,20,l,0,1846263
64-64,20,l,0,2021978
64-64,20,l,0,2100129
64-64,20,l,0,1477584
64-64,20,l,0,1282314
64-64,20,l,0,1433795
64-64,20,l,0,1438753
64-64,20,l,0,1956539
64-64,20,l,0,1375828
64-64,20,l,0,1372266
64-64,20,l,0,1562088
64-64,20,l,0,1457400
64-64,20,l,0,1888586
64-64,20,l,0,1935587
64-64,20,l,0,2163542
64-64,20,l,0,1404881
64-64,20,l,0,1269533
64-64,20,l,0,1435191
64-64,20,l,0,1411376
64-64,20,l,0,1953048
64-64,20,l,0,1299913
64-64,20,l,0,1303195
64-64,20,l,0,1314649
64-64,20,l,0,1474301
64-64,20,l,0,1501678
64-64,20,l,0,2177300
64-64,20,l,0,1437286
64-64,20,l,0,1314300
64-64,20,l,0,1332318
64-64,20,l,0,1507126
64-64,20,l,0,1904859
64-64,20,l,0,2140775
64-64,20,l,0,1507824
64-64,20,l,0,1318699
64-64,20,l,0,1329315
64-64,20,l,0,1481145
64-64,20,l,0,1884605
64-64,20,l,0,2150133
64-64,20,l,0,1509430
64-64,20,l,0,1384139
64-64,20,l,0,1336998
64-64,20,l,0,1496649
64-64,20,l,0,1860720
64-64,20,l,0,2126318
64-64,20,l,0,1807084
64-64,20,l,0,1288669
64-64,20,l,0,1309830
64-64,20,l,0,1456562
64-64,20,l,0,1858066
64-64,20,l,0,1963453
64-64,20,l,0,1665659
64-64,20,l,0,1300332
64-64,20,l,0,1317373
64-64,20,l,0,1462778
64-64,20,l,0,1851152
64-64,20,l,0,1992227
64-64,20,l,0,1408093
64-64,20,l,0,1283291
64-64,20,l,0,1321842
64-64,20,l,0,1492738
64-64,20,l,0,1924413
64-64,20,l,0,1721531
64-64,20,l,0,1306478
64-64,20,l,0,1604131
64-64,20,l,0,1336928
64-64,20,l,0,1489805
64-64,20,l,0,1888446
64-64,20,l,0,2165427
64-64,20,l,0,1459495
64-64,20,l,0,1307874
64-64,20,l,0,1344121
64-64,20,l,0,1508662
64-64,20,l,0,1883906
64-64,20,l,0,2147060
64-64,20,l,0,1531499
64-64,20,l,0,1297817
64-64,20,l,0,1327430
64-64,20,l,0,1480866
64-64,20,l,0,1890541
64-64,20,l,0,2097824
64-64,20,l,0,1547772
64-64,20,l,0,1309481
64-64,20,l,0,1338184
64-64,20,l,0,1481355
64-64,20,l,0,1511664
64-64,20,l,0,2236942
64-64,20,l,0,1347892
64-64,20,l,0,1331271
64-64,20,l,0,1343842
64-64,20,l,0,1562088
64-64,20,l,0,1896407
64-64,20,l,0,2150970
64-64,20,l,0,1445038
64-64,20,l,0,1328827
64-64,20,l,0,1920572
64-64,20,l,0,1449019
64-64,20,l,0,1901506
64-64,20,l,0,1937962
64-64,20,l,0,2227445
64-64,20,l,0,1458238
64-64,20,l,0,1274282
64-64,20,l,0,1411446
64-64,20,l,0,1402297
64-64,20,l,0,1962615
64-64,20,l,0,1264435
64-64,20,l,0,1288390
64-64,20,l,0,1316465
64-64,20,l,0,1468225
64-64,20,l,0,2002843
64-64,20,l,0,1946342
64-64,20,l,0,1749537
64-64,20,l,0,1303125
64-64,20,l,0,1320375
64-64,20,l,0,1463965
64-64,20,l,0,1882091
64-64,20,l,0,1536179
64-64,20,l,0,1536108
64-64,20,l,0,1317862
64-64,20,l,0,1337207
64-64,20,l,0,1493018
64-64,20,l,0,1903321
64-64,20,l,0,2143428
64-64,20,l,0,1474231
64-64,20,l,0,1319887
64-64,20,l,0,1354807
64-64,20,l,0,1486732
64-64,20,l,0,1878948
64-64,20,l,0,2142450
64-64,20,l,0,1524026
64-64,20,l,0,1295024
64-64,20,l,0,1325125
64-64,20,l,0,1501119
64-64,20,l,0,1874828
64-64,20,l,0,2105366
64-64,20,l,0,1584158
64-64,20,l,0,1296002
64-64,20,l,0,1322820
64-64,20,l,0,1481005
64-64,20,l,0,1879227
64-64,20,l,0,2055012
64-64,20,l,0,1341956
64-64,20,l,0,1304103
64-64,20,l,0,1346705
64-64,20,l,0,1490922
64-64,20,l,0,1932724
64-64,20,l,0,2078618
64-64,20,l,0,1512363
64-64,20,l,0,1305011
64-64,20,l,0,1333855
64-64,20,l,0,1480587
64-64,20,l,0,1888655
64-64,20,l,0,2123035
64-64,20,l,0,1526470
64-64,20,l,0,1346426
64-64,20,l,0,1328687
64-64,20,l,0,1477863
64-64,20,l,0,1862466
64-64,20,l,0,2085741
64-64,20,l,0,1582901
64-64,20,l,0,1416964
64-64,20,l,0,1310249
64-64,20,l,0,1487849
64-64,20,l,0,1860022
64-64,20,l,0,2009058
64-64,20,l,0,2084065
64-64,20,l,0,1471367
64-64,20,l,0,1279730
64-64,20,l,0,1438054
64-64,20,l,0,1669571
64-64,20,l,0,1930978
64-64,20,l,0,2180862
64-64,20,l,0,1596100
64-64,20,l,0,1247464
64-64,20,l,0,1421922
64-64,20,l,0,1393148
64-64,20,l,0,1885583
64-64,20,l,0,2128273
64-64,20,l,0,1412284
64-64,20,l,0,1291742
